time,open,high,low,close,BuyLine,Buy,Sell,Buy Label,Sell Label
2025-03-13T15:40:00-03:00,19348.25,19375.75,19335,19369.25,19327.225735709544,NaN,NaN,NaN,NaN
2025-03-13T15:45:00-03:00,19369.25,19377.25,19345.25,19369.25,19335.97536785477,NaN,NaN,NaN,NaN
2025-03-13T15:50:00-03:00,19369.75,19376.5,19313,19339.75,19335.97536785477,NaN,NaN,NaN,NaN
2025-03-13T15:55:00-03:00,19339.25,19370.5,19327.75,19362.5,19335.97536785477,NaN,NaN,NaN,NaN
2025-03-13T16:00:00-03:00,19362.5,19396.25,19341.25,19349,19335.97536785477,NaN,NaN,NaN,NaN
2025-03-13T16:05:00-03:00,19348.75,19349.5,19292.5,19309.75,19358.673414509078,NaN,19358.673414509078,NaN,19358.187247225957
2025-03-13T16:10:00-03:00,19309.5,19329,19296.25,19317,19342.92420725454,NaN,NaN,NaN,NaN
2025-03-13T16:15:00-03:00,19317,19333.75,19305.75,19327.25,19342.92420725454,NaN,NaN,NaN,NaN
2025-03-13T16:20:00-03:00,19327.5,19327.5,19300,19306.5,19335.849801813634,NaN,NaN,NaN,NaN
2025-03-13T16:25:00-03:00,19307,19309.75,19236.75,19261.25,19309.84990090682,NaN,NaN,NaN,NaN
2025-03-13T16:30:00-03:00,19260.75,19283,19239.25,19273.75,19294.73745045341,NaN,NaN,NaN,NaN
2025-03-13T16:35:00-03:00,19273.25,19276.75,19206.5,19207.25,19283.018725226706,NaN,NaN,NaN,NaN
2025-03-13T16:40:00-03:00,19207.5,19239.25,19201.75,19226.75,19254.321862613353,NaN,NaN,NaN,NaN
2025-03-13T16:45:00-03:00,19226.75,19241.75,19207,19228.75,19253.448431306675,NaN,NaN,NaN,NaN
2025-03-13T16:50:00-03:00,19228.75,19232.25,19184.5,19223.5,19239.624215653337,NaN,NaN,NaN,NaN
2025-03-13T16:55:00-03:00,19223.75,19255.75,19216.25,19252,19206.550392173333,19206.550392173333,NaN,19214.136218508567,NaN
2025-03-13T17:00:00-03:00,19252,19300.75,19243.25,19299.25,19237.150196086666,NaN,NaN,NaN,NaN
2025-03-13T17:05:00-03:00,19299.25,19305.5,19289.75,19300.5,19274.687598043332,NaN,NaN,NaN,NaN
2025-03-13T17:10:00-03:00,19300.5,19322,19295.75,19317.5,19288.218799021666,NaN,NaN,NaN,NaN
2025-03-13T17:15:00-03:00,19317.5,19328.5,19308.5,19309,19301.171899510835,NaN,NaN,NaN,NaN
2025-03-13T17:20:00-03:00,19308.75,19319,19302.75,19314.75,19301.171899510835,NaN,NaN,NaN,NaN
2025-03-13T17:25:00-03:00,19314.5,19320,19309.75,19311,19304.11172487771,NaN,NaN,NaN,NaN
2025-03-13T17:30:00-03:00,19310.25,19319.25,19305.75,19307,19304.11172487771,NaN,NaN,NaN,NaN
2025-03-13T17:35:00-03:00,19307.25,19311.75,19296.25,19298.5,19314.478318780573,NaN,19314.478318780573,NaN,19311.97212414645
2025-03-13T17:40:00-03:00,19298.25,19300.25,19288.5,19291.25,19303.726659390286,NaN,NaN,NaN,NaN
2025-03-13T17:45:00-03:00,19291.75,19303.5,19290,19295.5,19303.726659390286,NaN,NaN,NaN,NaN
2025-03-13T17:50:00-03:00,19295,19304.5,19294.25,19298.5,19303.726659390286,NaN,NaN,NaN,NaN
2025-03-13T17:55:00-03:00,19298.5,19300.5,19292.25,19294.75,19303.406457423785,NaN,NaN,NaN,NaN
2025-03-13T19:00:00-03:00,19310,19315.5,19298.25,19314,19296.096771288107,19296.096771288107,NaN,19300.14227737042,NaN
2025-03-13T19:05:00-03:00,19313.75,19339.75,19310.5,19337.75,19309.498385644052,NaN,NaN,NaN,NaN
2025-03-13T19:10:00-03:00,19338.25,19350,19332.75,19345.75,19327.524192822028,NaN,NaN,NaN,NaN
